iteration,residual_norm
0,1.000000000000000e+01
1,1.414213562373095e+01
2,1.093706960648731e+01
3,8.949315510580133e+00
4,6.190054318092653e+00
5,3.835187477393429e+00
6,1.745479603744662e+00
7,5.963538446106242e-01
8,2.371130196732721e-01
9,1.152522428851846e-01
10,3.134465411181084e-02
11,1.144414456673218e-02
12,1.824175309311335e-03
13,1.758457842409684e-04
14,5.824332039018719e-06
