iteration,residual_norm
0,1.000000000000000e+01
1,1.414213562373095e+01
2,1.093707001872670e+01
3,8.949320372356288e+00
4,6.190056819094460e+00
5,3.835190823801607e+00
6,1.745481842658310e+00
7,5.963549455514084e-01
8,2.371135671514222e-01
9,1.152524336453260e-01
10,3.134469117341917e-02
11,1.144415663386551e-02
12,1.824177250940243e-03
13,1.758420290847104e-04
14,5.719815620213142e-06
15,1.453505107050166e-15
